rank,skill_name,filename,skill_slug,model_name,model_slug,overall_risk,is_vulnerable,vulnerability_count,cvss_base_score,cvss_severity,cvss_vector,attack_vector,attack_complexity,privileges_required,user_interaction,sars_score,sars_severity,sars_ifr,sars_dg,sars_ai,sars_br,sars_ca,top_finding_category,evaluated_at,error
235,find-skills,find-skills-skill.md,find-skills-skill.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T03:29:03.040997,
236,frontend-design-ultimate,frontend-design-ultimate.md,frontend-design-ultimate.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T03:32:06.440618,
237,skill-vetter,skill-vetter.md,skill-vetter.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T11:21:31.909763,
238,humanizer,humanizer.md,humanizer.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T11:49:58.139194,
239,weather,weather.md,weather.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T12:05:00.515315,
240,openai-whisper,openai-whisper.md,openai-whisper.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T12:26:18.999215,
241,skill-creator,skill-creator.md,skill-creator.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T12:39:52.209111,
242,frontend-design,superdesign.md,superdesign.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T13:31:18.499808,
243,ui-ux-pro-max,ui-ux-pro-max.md,ui-ux-pro-max.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T13:56:39.299307,
244,news-summary,news-summary.md,news-summary.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,1.3,LOW,0,1,0,0,1,,2026-04-10T14:26:54.620516,
245,moltguard,moltguard.md,moltguard.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T14:28:43.722365,
246,video-frames,video-frames.md,video-frames.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.6,LOW,0,0,1,0,0,,2026-04-10T14:32:57.302995,
247,marketing-skills,marketing-skills.md,marketing-skills.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T14:34:33.300515,
248,qmd,qmd.md,qmd.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T14:36:00.302981,
249,web-search-plus,web-search-plus.md,web-search-plus.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T14:39:46.134831,
250,ai-persona-os,ai-persona-os.md,ai-persona-os.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T14:49:39.612539,
251,Powerpoint / PPTX,powerpoint-pptx.md,powerpoint-pptx.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T14:51:18.726725,
252,Market Research,market-research.md,market-research.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T15:48:10.113842,
253,prompt-engineering-expert,prompt-engineering-expert.md,prompt-engineering-expert.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,0.7,LOW,0,0,0,0,1,,2026-04-10T15:58:34.910700,
254,find-skills,find-skills-skill.md,find-skills-skill.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T16:25:04.897712,
255,gog,gog.md,gog.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T20:43:12.219427,
256,multi-search-engine,multi-search-engine.md,multi-search-engine.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T20:47:06.734973,
257,ontology,ontology.md,ontology.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T20:53:15.107384,
258,auto-updater,auto-updater.md,auto-updater.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T20:56:38.197582,
259,nano-banana-pro,nano-banana-pro.md,nano-banana-pro.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T20:59:01.427373,
260,api-gateway,api-gateway.md,api-gateway.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:02:00.222610,
261,obsidian,obsidian.md,obsidian.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:03:00.203232,
262,clawddocs,clawddocs.md,clawddocs.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:06:07.625731,
263,openai-whisper,openai-whisper.md,openai-whisper.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:07:05.112796,
264,agent-browser-clawdbot,agent-browser-clawdbot.md,agent-browser-clawdbot.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:08:06.608714,
265,youtube-watcher,youtube-watcher.md,youtube-watcher.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:09:02.819046,
266,automation-workflows,automation-workflows.md,automation-workflows.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:10:06.497428,
267,skill-creator,skill-creator.md,skill-creator.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:11:20.707360,
268,word-docx,word-docx.md,word-docx.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:12:21.797288,
269,notion,notion.md,notion.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:13:20.104927,
270,clawdhub,clawdhub.md,clawdhub.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:14:18.208760,
271,admapix,admapix.md,admapix.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:16:58.921881,
272,stock-analysis,stock-analysis.md,stock-analysis.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:22:02.840437,
273,openclaw-tavily-search,openclaw-tavily-search.md,openclaw-tavily-search.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:24:17.811212,
274,baidu-search,baidu-search.md,baidu-search.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:26:25.507932,
275,caldav-calendar,caldav-calendar.md,caldav-calendar.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:27:25.697959,
276,excel-xlsx,excel-xlsx.md,excel-xlsx.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:31:27.421831,
277,humanize-ai-text,humanize-ai-text.md,humanize-ai-text.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:41:34.221827,
278,markdown-converter,markdown-converter.md,markdown-converter.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:41:45.225564,
279,answeroverflow,answeroverflow.md,answeroverflow.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:45:03.618300,
280,stock-market-pro,stock-market-pro.md,stock-market-pro.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:46:08.132000,
281,xiaohongshu-mcp,xiaohongshu-mcp.md,xiaohongshu-mcp.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T21:48:18.107476,
282,trello,trello.md,trello.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:01:26.728839,
283,meitu-skills,meitu-skills.md,meitu-skills.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:05:50.532927,
284,slack,slack.md,slack.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:07:16.508910,
285,memory-setup,memory-setup.md,memory-setup.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:08:25.706664,
286,byterover,byterover.md,byterover.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:18:03.133958,
287,n8n-workflow-automation,n8n-workflow-automation.md,n8n-workflow-automation.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:21:21.000612,
288,marketing-skills,marketing-skills.md,marketing-skills.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:47:00.098665,
289,qmd,qmd.md,qmd.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:47:55.514911,
290,web-search-plus,web-search-plus.md,web-search-plus.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:49:02.917923,
291,powerpoint-pptx,powerpoint-pptx.md,powerpoint-pptx.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:56:09.846523,
292,imap-smtp-email,imap-smtp-email.md,imap-smtp-email.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T22:57:18.733077,
293,data-analysis,data-analysis.md,data-analysis.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:00:28.725197,
294,liang-tavily-search,liang-tavily-search.md,liang-tavily-search.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:04:11.934877,
295,playwright,playwright.md,playwright.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:05:19.908506,
296,memory-manager,memory-manager.md,memory-manager.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:06:21.017849,
297,mx-stocks-screener,mx-stocks-screener.md,mx-stocks-screener.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:10:05.999790,
298,evolver,evolver.md,evolver.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:11:14.615371,
299,clawdbot-filesystem,clawdbot-filesystem.md,clawdbot-filesystem.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:12:12.999233,
300,remotion-video-toolkit,remotion-video-toolkit.md,remotion-video-toolkit.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:17:48.416385,
301,agent-autonomy-kit,agent-autonomy-kit.md,agent-autonomy-kit.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:18:50.806188,
302,peekaboo,peekaboo.md,peekaboo.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,ERROR,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-10T23:19:52.730424,
